user_id,window_id,domain,label,window_start,window_end,text,n_posts
27,14,unknown,1,2024-08-09,2024-08-09,I feel like nobody understands me,1
28,0,unknown,0,2024-02-23,2024-02-23,I watched a great movie today,1
28,2,unknown,0,2024-03-23,2024-03-23,I am excited about tomorrow,1
28,16,unknown,0,2024-10-11,2024-10-11,Today was a relaxing day,1
28,16,unknown,1,2024-10-16,2024-10-16,I feel hopeless about my future,1
28,20,unknown,0,2024-12-03,2024-12-03,I enjoyed a nice walk outside,1
29,0,unknown,0,2024-08-09,2024-08-09,I had a great day today,1
29,4,unknown,0,2024-10-14,2024-10-14,I feel happy and motivated,1
29,6,unknown,1,2024-11-02,2024-11-02,I feel very lonely these days,1
29,9,unknown,1,2024-12-25,2024-12-25,I feel like nobody understands me,1
30,0,unknown,1,2024-03-09,2024-03-09,I feel empty inside,1
30,8,unknown,1,2024-07-10,2024-07-10,Nothing makes me happy anymore,1
30,16,unknown,1,2024-10-23,2024-10-23,I feel very sad and lonely,1
30,17,unknown,1,2024-11-12,2024-11-12,I feel tired of everything,1
30,18,unknown,1,2024-11-18,2024-11-18,I feel like nobody understands me,1
31,0,unknown,0,2024-02-09,2024-02-09,Today was a relaxing day,1
31,7,unknown,1,2024-05-19,2024-05-19,I have no motivation anymore,1
32,0,unknown,1,2024-01-02,2024-01-02,I have no motivation anymore,1
32,9,unknown,1,2024-05-17,2024-05-17,I feel very lonely these days,1
32,19,unknown,1,2024-10-03,2024-10-03,I feel very sad and lonely,1
33,0,unknown,0,2024-01-06,2024-01-06,Today was a relaxing day,1
33,23,unknown,0,2024-11-28,2024-11-28,I had a great day today,1
33,25,unknown,1,2024-12-22,2024-12-22,Nothing makes me happy anymore,1
34,0,unknown,0,2024-02-04,2024-02-04,I enjoyed a nice walk outside,1
34,5,unknown,0,2024-04-14,2024-04-14,I love playing sports,1
34,11,unknown,1,2024-07-12,2024-07-12,Nothing makes me happy anymore,1
35,0,unknown,0,2024-01-17,2024-01-17,I had a good conversation today,1
35,9,unknown,1,2024-06-01,2024-06-01,I can't find joy in anything,1
35,10,unknown,1,2024-06-18,2024-06-18,I have no motivation anymore,1
35,13,unknown,0,2024-07-23,2024-07-28,I love playing sports </s> I am excited about tomorrow,2
36,0,unknown,0,2024-02-11,2024-02-11,I enjoyed a nice walk outside,1
36,12,unknown,0,2024-08-07,2024-08-07,Today was productive and fun,1
36,13,unknown,1,2024-08-22,2024-08-22,I feel like nobody understands me,1
36,14,unknown,0,2024-08-30,2024-08-30,Today was productive and fun,1
36,17,unknown,1,2024-10-14,2024-10-14,Nothing makes me happy anymore,1
37,0,unknown,0,2024-02-02,2024-02-02,I enjoyed a nice walk outside,1
37,2,unknown,0,2024-03-10,2024-03-10,I enjoyed spending time with friends,1
37,3,unknown,0,2024-03-21,2024-03-21,I had a great day today,1
37,6,unknown,1,2024-04-30,2024-04-30,Life feels meaningless,1
37,8,unknown,0,2024-06-04,2024-06-04,I love playing sports,1
37,10,unknown,1,2024-07-01,2024-07-01,Nothing makes me happy anymore,1
38,0,unknown,0,2024-05-18,2024-05-18,I had a good conversation today,1
38,8,unknown,0,2024-09-18,2024-09-18,I had a good conversation today,1
38,11,unknown,0,2024-11-01,2024-11-01,Today was a relaxing day,1
38,12,unknown,1,2024-11-02,2024-11-14,I can't find joy in anything </s> Life feels meaningless,2
38,13,unknown,1,2024-11-26,2024-11-26,Life feels meaningless,1
39,0,unknown,1,2024-09-09,2024-09-09,I feel hopeless about my future,1
39,4,unknown,0,2024-11-15,2024-11-15,I enjoyed spending time with friends,1
40,0,unknown,1,2024-02-24,2024-02-25,I have no motivation anymore </s> I have no motivation anymore,2
40,1,unknown,0,2024-03-15,2024-03-15,Today was a relaxing day,1
40,1,unknown,1,2024-03-19,2024-03-19,I feel very sad and lonely,1
40,6,unknown,0,2024-05-20,2024-05-20,I had a good conversation today,1
40,6,unknown,1,2024-05-31,2024-05-31,I feel tired of everything,1
41,0,unknown,1,2024-03-18,2024-03-18,I can't find joy in anything,1
41,1,unknown,0,2024-04-01,2024-04-01,I had a great day today,1
41,5,unknown,0,2024-06-07,2024-06-07,Today was productive and fun,1
41,9,unknown,0,2024-08-02,2024-08-02,I watched a great movie today,1
42,0,unknown,1,2024-01-05,2024-01-05,I feel empty inside,1
42,1,unknown,0,2024-01-22,2024-01-22,I enjoyed spending time with friends,1
42,6,unknown,0,2024-04-01,2024-04-01,I enjoyed spending time with friends,1
42,19,unknown,0,2024-10-04,2024-10-09,I feel happy and motivated </s> I enjoyed spending time with friends,2
43,0,unknown,1,2024-01-15,2024-01-15,I feel empty inside,1
43,12,unknown,1,2024-07-09,2024-07-09,I have no motivation anymore,1
43,14,unknown,0,2024-08-05,2024-08-05,I had a good conversation today,1
44,0,unknown,1,2024-01-26,2024-01-26,Life feels meaningless,1
44,3,unknown,1,2024-03-08,2024-03-08,I feel hopeless about my future,1
45,0,unknown,0,2024-01-07,2024-01-07,Today was a relaxing day,1
45,0,unknown,1,2024-01-06,2024-01-06,I feel hopeless about my future,1
45,13,unknown,1,2024-07-12,2024-07-12,I feel tired of everything,1
45,14,unknown,1,2024-08-01,2024-08-01,I feel very sad and lonely,1
45,19,unknown,1,2024-10-05,2024-10-05,I feel hopeless about my future,1
45,22,unknown,1,2024-11-15,2024-11-15,I feel hopeless about my future,1
45,23,unknown,0,2024-12-05,2024-12-05,I love playing sports,1
46,0,unknown,0,2024-02-20,2024-02-20,I enjoyed a nice walk outside,1
46,19,unknown,0,2024-11-15,2024-11-15,I am excited about tomorrow,1
47,0,unknown,0,2024-01-25,2024-01-25,I am excited about tomorrow,1
47,3,unknown,1,2024-03-18,2024-03-18,I can't find joy in anything,1
47,9,unknown,1,2024-06-04,2024-06-04,I feel tired of everything,1
47,11,unknown,1,2024-07-09,2024-07-09,I feel very sad and lonely,1
47,20,unknown,0,2024-11-02,2024-11-02,I enjoyed a nice walk outside,1
47,20,unknown,1,2024-11-08,2024-11-08,Nothing makes me happy anymore,1
47,23,unknown,1,2024-12-14,2024-12-14,Nothing makes me happy anymore,1
48,0,unknown,0,2024-04-27,2024-04-27,I love playing sports,1
48,0,unknown,1,2024-05-09,2024-05-09,I feel very lonely these days,1
48,2,unknown,0,2024-05-25,2024-05-25,I enjoyed a nice walk outside,1
48,6,unknown,1,2024-07-31,2024-07-31,I feel like nobody understands me,1
48,14,unknown,0,2024-11-14,2024-11-14,Today was a relaxing day,1
49,0,unknown,1,2024-02-19,2024-02-25,I have no motivation anymore </s> I feel very sad and lonely,2
49,15,unknown,0,2024-09-21,2024-09-21,I had a great day today,1
50,0,unknown,1,2024-03-12,2024-03-12,Nothing makes me happy anymore,1
50,7,unknown,1,2024-06-22,2024-06-22,Life feels meaningless,1
50,9,unknown,1,2024-07-25,2024-07-25,Nothing makes me happy anymore,1
50,10,unknown,1,2024-08-05,2024-08-05,I feel hopeless about my future,1
50,16,unknown,1,2024-10-23,2024-10-23,I have no motivation anymore,1
50,17,unknown,0,2024-11-11,2024-11-11,I enjoyed a nice walk outside,1
50,19,unknown,1,2024-12-05,2024-12-05,I feel tired of everything,1
51,0,unknown,1,2024-01-02,2024-01-02,I have no motivation anymore,1
51,4,unknown,0,2024-02-27,2024-02-27,I had a great day today,1
51,5,unknown,0,2024-03-12,2024-03-12,I enjoyed spending time with friends,1
51,5,unknown,1,2024-03-21,2024-03-21,I feel hopeless about my future,1
51,7,unknown,0,2024-04-11,2024-04-11,Today was productive and fun,1
51,9,unknown,0,2024-05-09,2024-05-09,I had a great day today,1
51,9,unknown,1,2024-05-18,2024-05-18,I feel hopeless about my future,1
51,11,unknown,0,2024-06-11,2024-06-11,I had a great day today,1
51,15,unknown,1,2024-08-04,2024-08-04,I feel tired of everything,1
51,17,unknown,1,2024-09-03,2024-09-03,I feel very sad and lonely,1
51,18,unknown,0,2024-09-10,2024-09-10,I feel happy and motivated,1
51,19,unknown,1,2024-09-24,2024-09-24,I feel like nobody understands me,1
52,0,unknown,1,2024-02-22,2024-02-22,I feel tired of everything,1
52,3,unknown,1,2024-04-16,2024-04-16,Life feels meaningless,1
52,7,unknown,1,2024-05-30,2024-05-30,Life feels meaningless,1
52,8,unknown,0,2024-06-16,2024-06-16,I enjoyed spending time with friends,1
52,13,unknown,0,2024-09-01,2024-09-01,I love playing sports,1
52,16,unknown,1,2024-10-11,2024-10-11,I feel very lonely these days,1
53,0,unknown,0,2024-02-04,2024-02-04,Today was productive and fun,1
53,1,unknown,1,2024-02-25,2024-02-25,I have no motivation anymore,1
53,3,unknown,1,2024-03-23,2024-03-23,Life feels meaningless,1
53,13,unknown,0,2024-08-08,2024-08-08,Today was productive and fun,1
53,13,unknown,1,2024-08-15,2024-08-15,I feel empty inside,1
53,19,unknown,0,2024-10-27,2024-11-09,Today was productive and fun </s> I had a great day today </s> I had a great day today </s> I had a good conversation today,4
53,20,unknown,1,2024-11-19,2024-11-19,I have no motivation anymore,1
53,21,unknown,1,2024-11-30,2024-11-30,Nothing makes me happy anymore,1
54,0,unknown,1,2024-03-25,2024-03-25,Life feels meaningless,1
54,8,unknown,0,2024-07-16,2024-07-16,Today was productive and fun,1
54,17,unknown,0,2024-11-30,2024-11-30,I am excited about tomorrow,1
54,18,unknown,1,2024-12-13,2024-12-13,I feel like nobody understands me,1
55,0,unknown,1,2024-01-25,2024-01-31,I feel hopeless about my future </s> I feel like nobody understands me,2
55,3,unknown,0,2024-03-13,2024-03-13,I enjoyed a nice walk outside,1
55,5,unknown,0,2024-04-07,2024-04-07,Today was a relaxing day,1
55,14,unknown,0,2024-08-20,2024-08-20,I had a great day today,1
55,17,unknown,1,2024-09-22,2024-09-22,I have no motivation anymore,1
55,18,unknown,1,2024-10-04,2024-10-04,Life feels meaningless,1
55,19,unknown,1,2024-10-24,2024-10-24,I feel hopeless about my future,1
55,21,unknown,1,2024-11-17,2024-11-17,I feel very sad and lonely,1
55,22,unknown,0,2024-12-02,2024-12-02,I enjoyed a nice walk outside,1
55,22,unknown,1,2024-12-02,2024-12-02,Life feels meaningless,1
55,23,unknown,0,2024-12-17,2024-12-17,I am excited about tomorrow,1
56,0,unknown,0,2024-01-29,2024-01-29,I enjoyed a nice walk outside,1
56,0,unknown,1,2024-01-24,2024-01-26,I feel very lonely these days </s> I feel very sad and lonely,2
56,1,unknown,1,2024-02-19,2024-02-19,I feel very lonely these days,1
56,2,unknown,1,2024-03-05,2024-03-05,I feel empty inside,1
56,5,unknown,1,2024-04-07,2024-04-07,I feel like nobody understands me,1
56,10,unknown,0,2024-06-13,2024-06-13,I feel happy and motivated,1
57,0,unknown,0,2024-01-19,2024-01-19,I enjoyed spending time with friends,1
57,2,unknown,0,2024-02-26,2024-02-26,I had a good conversation today,1
57,5,unknown,0,2024-04-06,2024-04-06,I enjoyed a nice walk outside,1
57,8,unknown,0,2024-05-13,2024-05-14,Today was productive and fun </s> I had a great day today,2
57,15,unknown,0,2024-08-23,2024-08-23,Today was a relaxing day,1
58,0,unknown,0,2024-02-17,2024-02-17,I enjoyed a nice walk outside,1
58,2,unknown,1,2024-03-23,2024-03-23,I feel empty inside,1
58,4,unknown,0,2024-04-23,2024-04-23,I had a good conversation today,1
58,10,unknown,1,2024-07-16,2024-07-16,I feel empty inside,1
58,13,unknown,0,2024-08-27,2024-08-27,I watched a great movie today,1
58,17,unknown,1,2024-10-15,2024-10-15,I feel very lonely these days,1
58,20,unknown,1,2024-12-01,2024-12-01,I feel like nobody understands me,1
59,0,unknown,1,2024-10-06,2024-10-06,I feel very lonely these days,1
59,3,unknown,1,2024-11-22,2024-11-22,I can't find joy in anything,1
60,0,unknown,1,2024-04-15,2024-04-15,Nothing makes me happy anymore,1
60,4,unknown,0,2024-06-12,2024-06-12,I feel happy and motivated,1
60,9,unknown,0,2024-08-27,2024-08-27,I enjoyed a nice walk outside,1
60,12,unknown,0,2024-10-08,2024-10-08,I had a good conversation today,1
60,17,unknown,0,2024-12-14,2024-12-17,I feel happy and motivated </s> I had a good conversation today,2
61,0,unknown,0,2024-02-08,2024-02-08,I had a great day today,1
61,1,unknown,0,2024-03-04,2024-03-04,I enjoyed a nice walk outside,1
61,4,unknown,1,2024-04-05,2024-04-07,Nothing makes me happy anymore </s> I have no motivation anymore,2
61,6,unknown,0,2024-05-08,2024-05-08,Today was a relaxing day,1
61,18,unknown,0,2024-10-18,2024-10-18,I am excited about tomorrow,1
61,22,unknown,0,2024-12-14,2024-12-14,I had a great day today,1
62,0,unknown,1,2024-04-17,2024-04-17,I feel tired of everything,1
62,7,unknown,0,2024-07-28,2024-07-28,Today was productive and fun,1
62,8,unknown,0,2024-08-14,2024-08-14,Today was productive and fun,1
62,9,unknown,1,2024-08-27,2024-08-27,I can't find joy in anything,1
62,10,unknown,1,2024-09-08,2024-09-08,Nothing makes me happy anymore,1
62,11,unknown,1,2024-09-21,2024-09-21,I feel very lonely these days,1
62,14,unknown,0,2024-10-31,2024-10-31,I watched a great movie today,1
62,15,unknown,0,2024-11-26,2024-11-26,Today was a relaxing day,1
62,16,unknown,0,2024-12-03,2024-12-03,I feel happy and motivated,1
63,0,unknown,0,2024-04-12,2024-04-24,I feel happy and motivated </s> I feel happy and motivated,2
63,0,unknown,1,2024-04-21,2024-04-21,I feel tired of everything,1
63,1,unknown,1,2024-04-30,2024-04-30,I feel hopeless about my future,1
63,3,unknown,1,2024-05-28,2024-05-28,I feel like nobody understands me,1
63,8,unknown,1,2024-08-06,2024-08-10,I feel tired of everything </s> I feel empty inside,2
63,14,unknown,0,2024-10-29,2024-10-29,I had a great day today,1
64,0,unknown,0,2024-08-12,2024-08-12,I am excited about tomorrow,1
65,0,unknown,1,2024-01-12,2024-01-12,I have no motivation anymore,1
65,12,unknown,0,2024-07-07,2024-07-07,I watched a great movie today,1
65,16,unknown,1,2024-08-29,2024-08-29,I can't find joy in anything,1
65,18,unknown,0,2024-09-21,2024-09-21,I love playing sports,1
65,19,unknown,0,2024-10-05,2024-10-05,I feel happy and motivated,1
65,23,unknown,1,2024-12-10,2024-12-10,I feel empty inside,1
66,0,unknown,1,2024-03-10,2024-03-10,I feel tired of everything,1
66,1,unknown,1,2024-03-28,2024-03-28,I feel empty inside,1
66,15,unknown,0,2024-10-15,2024-10-15,I enjoyed spending time with friends,1
66,19,unknown,1,2024-12-03,2024-12-03,I feel like nobody understands me,1
66,20,unknown,0,2024-12-15,2024-12-15,I love playing sports,1
66,21,unknown,1,2024-12-31,2024-12-31,I feel very sad and lonely,1
67,0,unknown,0,2024-05-02,2024-05-02,I feel happy and motivated,1
67,6,unknown,1,2024-07-31,2024-07-31,I have no motivation anymore,1
67,7,unknown,0,2024-08-17,2024-08-21,I had a good conversation today </s> I am excited about tomorrow,2
67,9,unknown,0,2024-09-08,2024-09-08,I had a great day today,1
67,15,unknown,1,2024-12-09,2024-12-09,Nothing makes me happy anymore,1
68,0,unknown,0,2024-02-05,2024-02-05,I had a great day today,1
68,6,unknown,1,2024-05-06,2024-05-06,Nothing makes me happy anymore,1
68,10,unknown,1,2024-06-26,2024-06-26,I have no motivation anymore,1
68,12,unknown,0,2024-07-30,2024-07-30,I watched a great movie today,1
68,15,unknown,0,2024-09-03,2024-09-03,Today was a relaxing day,1
68,19,unknown,0,2024-11-03,2024-11-03,I had a great day today,1
69,0,unknown,0,2024-01-06,2024-01-06,I feel happy and motivated,1
69,4,unknown,0,2024-03-13,2024-03-13,I am excited about tomorrow,1
69,15,unknown,0,2024-08-11,2024-08-11,Today was a relaxing day,1
69,15,unknown,1,2024-08-04,2024-08-04,I feel very lonely these days,1
69,23,unknown,0,2024-11-28,2024-11-28,Today was productive and fun,1
70,0,unknown,1,2024-04-17,2024-04-17,I feel tired of everything,1
70,1,unknown,0,2024-05-03,2024-05-03,I had a good conversation today,1
70,4,unknown,1,2024-06-14,2024-06-14,I feel empty inside,1
70,5,unknown,0,2024-06-28,2024-06-28,I had a great day today,1
70,6,unknown,0,2024-07-19,2024-07-19,I feel happy and motivated,1
70,7,unknown,1,2024-07-31,2024-07-31,I feel tired of everything,1
70,9,unknown,0,2024-08-26,2024-08-26,I had a great day today,1
70,15,unknown,1,2024-11-18,2024-11-18,I feel tired of everything,1
70,17,unknown,1,2024-12-11,2024-12-11,I have no motivation anymore,1
71,0,unknown,0,2024-08-15,2024-08-15,I enjoyed a nice walk outside,1
71,3,unknown,0,2024-10-07,2024-10-07,I enjoyed a nice walk outside,1
71,5,unknown,0,2024-10-25,2024-10-25,I enjoyed a nice walk outside,1
72,0,unknown,1,2024-03-09,2024-03-09,I feel very sad and lonely,1
72,3,unknown,1,2024-04-23,2024-04-27,I feel empty inside </s> I feel very lonely these days,2
72,4,unknown,0,2024-05-11,2024-05-11,I watched a great movie today,1
72,10,unknown,1,2024-08-09,2024-08-09,Nothing makes me happy anymore,1
72,15,unknown,1,2024-10-18,2024-10-18,I feel like nobody understands me,1
72,20,unknown,0,2024-12-16,2024-12-16,I am excited about tomorrow,1
73,0,unknown,0,2024-04-26,2024-04-26,Today was productive and fun,1
73,9,unknown,0,2024-09-03,2024-09-03,I had a great day today,1
73,15,unknown,0,2024-11-24,2024-11-24,I had a good conversation today,1
74,0,unknown,1,2024-01-18,2024-01-18,I feel like nobody understands me,1
74,4,unknown,1,2024-03-23,2024-03-23,I feel like nobody understands me,1
74,9,unknown,0,2024-06-01,2024-06-01,Today was a relaxing day,1
74,11,unknown,0,2024-06-26,2024-07-03,I had a good conversation today </s> I had a great day today,2
74,11,unknown,1,2024-07-01,2024-07-01,I feel like nobody understands me,1
74,13,unknown,0,2024-07-30,2024-07-30,I watched a great movie today,1
74,16,unknown,1,2024-09-09,2024-09-09,Nothing makes me happy anymore,1
74,17,unknown,1,2024-09-21,2024-09-21,I feel very sad and lonely,1
74,19,unknown,0,2024-10-18,2024-10-18,I enjoyed spending time with friends,1
74,22,unknown,1,2024-11-26,2024-11-26,I feel very sad and lonely,1
75,0,unknown,0,2024-01-11,2024-01-11,I enjoyed spending time with friends,1
75,11,unknown,0,2024-06-26,2024-06-26,I watched a great movie today,1
75,14,unknown,1,2024-08-05,2024-08-05,I feel like nobody understands me,1
76,0,unknown,0,2024-01-14,2024-01-14,I feel happy and motivated,1
76,16,unknown,1,2024-09-04,2024-09-04,I feel hopeless about my future,1
76,20,unknown,0,2024-10-22,2024-10-22,I feel happy and motivated,1
76,22,unknown,1,2024-11-18,2024-11-18,I have no motivation anymore,1
77,0,unknown,1,2024-01-21,2024-01-23,Life feels meaningless </s> I feel very sad and lonely,2
