user_id,text,timestamp,label,domain,text_clean
91,I feel empty inside,2024-10-16,1,unknown,I feel empty inside
1221,Today was productive and fun,2024-04-08,0,unknown,Today was productive and fun
645,I feel empty inside,2024-04-15,1,unknown,I feel empty inside
421,I feel very sad and lonely,2024-12-22,1,unknown,I feel very sad and lonely
1784,Today was a relaxing day,2024-03-08,0,unknown,Today was a relaxing day
146,I had a great day today,2024-12-19,0,unknown,I had a great day today
1398,I feel tired of everything,2024-05-22,1,unknown,I feel tired of everything
1773,I feel empty inside,2024-04-01,1,unknown,I feel empty inside
1986,I feel like nobody understands me,2024-12-17,1,unknown,I feel like nobody understands me
1778,Life feels meaningless,2024-07-05,1,unknown,Life feels meaningless
70,I had a great day today,2024-06-28,0,unknown,I had a great day today
1794,I feel very sad and lonely,2024-11-30,1,unknown,I feel very sad and lonely
1251,Today was productive and fun,2024-03-22,0,unknown,Today was productive and fun
586,Nothing makes me happy anymore,2024-11-25,1,unknown,Nothing makes me happy anymore
1673,I watched a great movie today,2024-05-09,0,unknown,I watched a great movie today
1895,I feel happy and motivated,2024-06-26,0,unknown,I feel happy and motivated
704,I had a great day today,2024-12-04,0,unknown,I had a great day today
318,I feel hopeless about my future,2024-12-08,1,unknown,I feel hopeless about my future
141,I enjoyed spending time with friends,2024-03-25,0,unknown,I enjoyed spending time with friends
1100,I feel happy and motivated,2024-01-25,0,unknown,I feel happy and motivated
1983,I feel empty inside,2024-05-23,1,unknown,I feel empty inside
1746,I feel hopeless about my future,2024-01-26,1,unknown,I feel hopeless about my future
1807,Nothing makes me happy anymore,2024-06-11,1,unknown,Nothing makes me happy anymore
722,Today was productive and fun,2024-03-28,0,unknown,Today was productive and fun
1879,I feel very lonely these days,2024-04-22,1,unknown,I feel very lonely these days
1584,Nothing makes me happy anymore,2024-11-05,1,unknown,Nothing makes me happy anymore
505,Today was a relaxing day,2024-02-09,0,unknown,Today was a relaxing day
1790,I enjoyed a nice walk outside,2024-03-31,0,unknown,I enjoyed a nice walk outside
820,Life feels meaningless,2024-02-03,1,unknown,Life feels meaningless
538,I have no motivation anymore,2024-09-05,1,unknown,I have no motivation anymore
1147,I can't find joy in anything,2024-05-19,1,unknown,I can't find joy in anything
1819,I can't find joy in anything,2024-02-25,1,unknown,I can't find joy in anything
613,I can't find joy in anything,2024-07-13,1,unknown,I can't find joy in anything
1742,Today was a relaxing day,2024-10-23,0,unknown,Today was a relaxing day
1597,Life feels meaningless,2024-05-27,1,unknown,Life feels meaningless
542,I feel hopeless about my future,2024-05-19,1,unknown,I feel hopeless about my future
1661,I feel empty inside,2024-06-20,1,unknown,I feel empty inside
817,Nothing makes me happy anymore,2024-01-27,1,unknown,Nothing makes me happy anymore
217,I feel empty inside,2024-12-13,1,unknown,I feel empty inside
40,I feel very sad and lonely,2024-03-19,1,unknown,I feel very sad and lonely
933,I can't find joy in anything,2024-11-26,1,unknown,I can't find joy in anything
1825,I can't find joy in anything,2024-01-17,1,unknown,I can't find joy in anything
637,I feel empty inside,2024-06-14,1,unknown,I feel empty inside
1928,Nothing makes me happy anymore,2024-08-27,1,unknown,Nothing makes me happy anymore
1670,I feel tired of everything,2024-08-01,1,unknown,I feel tired of everything
1655,I feel like nobody understands me,2024-04-22,1,unknown,I feel like nobody understands me
805,Life feels meaningless,2024-06-18,1,unknown,Life feels meaningless
871,I feel very lonely these days,2024-01-18,1,unknown,I feel very lonely these days
26,I feel happy and motivated,2024-02-28,0,unknown,I feel happy and motivated
1676,Nothing makes me happy anymore,2024-06-30,1,unknown,Nothing makes me happy anymore
324,I feel very lonely these days,2024-05-13,1,unknown,I feel very lonely these days
1105,I love playing sports,2024-11-30,0,unknown,I love playing sports
1929,I feel very sad and lonely,2024-06-11,1,unknown,I feel very sad and lonely
342,Today was a relaxing day,2024-02-27,0,unknown,Today was a relaxing day
836,I had a good conversation today,2024-10-22,0,unknown,I had a good conversation today
441,I feel happy and motivated,2024-09-01,0,unknown,I feel happy and motivated
363,I can't find joy in anything,2024-04-25,1,unknown,I can't find joy in anything
762,I watched a great movie today,2024-12-11,0,unknown,I watched a great movie today
561,Today was productive and fun,2024-10-16,0,unknown,Today was productive and fun
1327,I can't find joy in anything,2024-12-26,1,unknown,I can't find joy in anything
188,Today was productive and fun,2024-10-30,0,unknown,Today was productive and fun
1546,I can't find joy in anything,2024-12-05,1,unknown,I can't find joy in anything
1715,I feel very lonely these days,2024-02-19,1,unknown,I feel very lonely these days
1251,Today was productive and fun,2024-07-03,0,unknown,Today was productive and fun
1773,I feel happy and motivated,2024-08-23,0,unknown,I feel happy and motivated
1412,I enjoyed a nice walk outside,2024-02-28,0,unknown,I enjoyed a nice walk outside
171,I had a great day today,2024-10-22,0,unknown,I had a great day today
456,I watched a great movie today,2024-10-07,0,unknown,I watched a great movie today
444,I feel empty inside,2024-11-20,1,unknown,I feel empty inside
415,I had a good conversation today,2024-02-15,0,unknown,I had a good conversation today
1446,I can't find joy in anything,2024-05-24,1,unknown,I can't find joy in anything
880,I enjoyed a nice walk outside,2024-06-18,0,unknown,I enjoyed a nice walk outside
1942,I watched a great movie today,2024-04-04,0,unknown,I watched a great movie today
1185,I had a good conversation today,2024-08-30,0,unknown,I had a good conversation today
1183,I feel tired of everything,2024-01-01,1,unknown,I feel tired of everything
1669,I have no motivation anymore,2024-02-18,1,unknown,I have no motivation anymore
1523,I feel happy and motivated,2024-08-10,0,unknown,I feel happy and motivated
1591,I feel like nobody understands me,2024-09-16,1,unknown,I feel like nobody understands me
1889,I watched a great movie today,2024-10-20,0,unknown,I watched a great movie today
1601,Today was productive and fun,2024-08-27,0,unknown,Today was productive and fun
1274,I enjoyed a nice walk outside,2024-12-05,0,unknown,I enjoyed a nice walk outside
644,I had a good conversation today,2024-05-05,0,unknown,I had a good conversation today
971,Today was productive and fun,2024-08-13,0,unknown,Today was productive and fun
1342,I feel very sad and lonely,2024-04-03,1,unknown,I feel very sad and lonely
281,Today was a relaxing day,2024-09-13,0,unknown,Today was a relaxing day
1007,Today was a relaxing day,2024-05-23,0,unknown,Today was a relaxing day
334,I feel very sad and lonely,2024-11-15,1,unknown,I feel very sad and lonely
218,I feel empty inside,2024-11-26,1,unknown,I feel empty inside
1726,I had a great day today,2024-12-10,0,unknown,I had a great day today
1902,Today was a relaxing day,2024-05-19,0,unknown,Today was a relaxing day
343,I had a great day today,2024-10-09,0,unknown,I had a great day today
1029,Nothing makes me happy anymore,2024-03-24,1,unknown,Nothing makes me happy anymore
1816,I feel tired of everything,2024-02-14,1,unknown,I feel tired of everything
1713,Today was a relaxing day,2024-07-25,0,unknown,Today was a relaxing day
347,I had a good conversation today,2024-12-31,0,unknown,I had a good conversation today
1658,I feel very lonely these days,2024-10-05,1,unknown,I feel very lonely these days
1370,I enjoyed a nice walk outside,2024-04-18,0,unknown,I enjoyed a nice walk outside
1820,I feel very sad and lonely,2024-01-02,1,unknown,I feel very sad and lonely
1242,Today was a relaxing day,2024-09-28,0,unknown,Today was a relaxing day
934,I enjoyed a nice walk outside,2024-04-17,0,unknown,I enjoyed a nice walk outside
1707,I love playing sports,2024-03-30,0,unknown,I love playing sports
1447,I feel empty inside,2024-06-21,1,unknown,I feel empty inside
1837,I love playing sports,2024-03-23,0,unknown,I love playing sports
1093,I feel very sad and lonely,2024-07-30,1,unknown,I feel very sad and lonely
708,I feel like nobody understands me,2024-01-30,1,unknown,I feel like nobody understands me
1481,I feel very lonely these days,2024-10-03,1,unknown,I feel very lonely these days
68,Today was a relaxing day,2024-09-03,0,unknown,Today was a relaxing day
426,Today was productive and fun,2024-02-27,0,unknown,Today was productive and fun
339,I feel tired of everything,2024-03-11,1,unknown,I feel tired of everything
472,I enjoyed spending time with friends,2024-03-03,0,unknown,I enjoyed spending time with friends
1236,I am excited about tomorrow,2024-04-13,0,unknown,I am excited about tomorrow
324,Nothing makes me happy anymore,2024-10-18,1,unknown,Nothing makes me happy anymore
625,I feel like nobody understands me,2024-11-22,1,unknown,I feel like nobody understands me
1833,Life feels meaningless,2024-02-09,1,unknown,Life feels meaningless
380,I can't find joy in anything,2024-01-24,1,unknown,I can't find joy in anything
589,Today was a relaxing day,2024-10-24,0,unknown,Today was a relaxing day
751,I enjoyed spending time with friends,2024-11-29,0,unknown,I enjoyed spending time with friends
1457,I love playing sports,2024-06-23,0,unknown,I love playing sports
1682,Life feels meaningless,2024-09-07,1,unknown,Life feels meaningless
605,I enjoyed a nice walk outside,2024-04-22,0,unknown,I enjoyed a nice walk outside
314,Today was productive and fun,2024-06-09,0,unknown,Today was productive and fun
1036,I feel like nobody understands me,2024-05-16,1,unknown,I feel like nobody understands me
1167,I have no motivation anymore,2024-09-23,1,unknown,I have no motivation anymore
1418,I watched a great movie today,2024-12-17,0,unknown,I watched a great movie today
885,I enjoyed a nice walk outside,2024-05-26,0,unknown,I enjoyed a nice walk outside
1283,I am excited about tomorrow,2024-04-30,0,unknown,I am excited about tomorrow
1598,I had a great day today,2024-09-04,0,unknown,I had a great day today
1886,I watched a great movie today,2024-06-07,0,unknown,I watched a great movie today
1869,I feel tired of everything,2024-07-31,1,unknown,I feel tired of everything
1723,Life feels meaningless,2024-12-14,1,unknown,Life feels meaningless
1913,I feel very sad and lonely,2024-01-03,1,unknown,I feel very sad and lonely
1895,I watched a great movie today,2024-01-17,0,unknown,I watched a great movie today
809,Today was productive and fun,2024-05-14,0,unknown,Today was productive and fun
1773,I enjoyed spending time with friends,2024-05-23,0,unknown,I enjoyed spending time with friends
1991,I feel tired of everything,2024-06-05,1,unknown,I feel tired of everything
1346,Today was a relaxing day,2024-12-16,0,unknown,Today was a relaxing day
1840,I can't find joy in anything,2024-09-13,1,unknown,I can't find joy in anything
872,I love playing sports,2024-10-17,0,unknown,I love playing sports
108,I feel hopeless about my future,2024-01-14,1,unknown,I feel hopeless about my future
83,I had a great day today,2024-09-22,0,unknown,I had a great day today
1956,I enjoyed a nice walk outside,2024-01-06,0,unknown,I enjoyed a nice walk outside
1074,I had a great day today,2024-06-27,0,unknown,I had a great day today
654,I feel empty inside,2024-12-27,1,unknown,I feel empty inside
1335,I had a great day today,2024-10-06,0,unknown,I had a great day today
127,Today was productive and fun,2024-05-09,0,unknown,Today was productive and fun
316,I have no motivation anymore,2024-10-09,1,unknown,I have no motivation anymore
1954,I feel like nobody understands me,2024-03-02,1,unknown,I feel like nobody understands me
897,I feel hopeless about my future,2024-04-28,1,unknown,I feel hopeless about my future
1477,I feel very sad and lonely,2024-07-15,1,unknown,I feel very sad and lonely
1953,I enjoyed a nice walk outside,2024-06-07,0,unknown,I enjoyed a nice walk outside
1758,I am excited about tomorrow,2024-09-15,0,unknown,I am excited about tomorrow
1683,I am excited about tomorrow,2024-10-01,0,unknown,I am excited about tomorrow
67,I am excited about tomorrow,2024-08-21,0,unknown,I am excited about tomorrow
956,I feel very lonely these days,2024-12-03,1,unknown,I feel very lonely these days
125,I had a great day today,2024-12-23,0,unknown,I had a great day today
