user_id,window_id,domain,label,window_start,window_end,text,n_posts
32,9,unknown,1,2024-05-17,2024-05-17,I feel very lonely these days,1
32,19,unknown,1,2024-10-03,2024-10-03,I feel very sad and lonely,1
36,0,unknown,0,2024-02-11,2024-02-11,I enjoyed a nice walk outside,1
36,12,unknown,0,2024-08-07,2024-08-07,Today was productive and fun,1
36,13,unknown,1,2024-08-22,2024-08-22,I feel like nobody understands me,1
36,14,unknown,0,2024-08-30,2024-08-30,Today was productive and fun,1
36,17,unknown,1,2024-10-14,2024-10-14,Nothing makes me happy anymore,1
38,0,unknown,0,2024-05-18,2024-05-18,I had a good conversation today,1
38,8,unknown,0,2024-09-18,2024-09-18,I had a good conversation today,1
38,11,unknown,0,2024-11-01,2024-11-01,Today was a relaxing day,1
38,12,unknown,1,2024-11-02,2024-11-14,I can't find joy in anything </s> Life feels meaningless,2
38,13,unknown,1,2024-11-26,2024-11-26,Life feels meaningless,1
39,0,unknown,1,2024-09-09,2024-09-09,I feel hopeless about my future,1
39,4,unknown,0,2024-11-15,2024-11-15,I enjoyed spending time with friends,1
40,0,unknown,1,2024-02-24,2024-02-25,I have no motivation anymore </s> I have no motivation anymore,2
40,1,unknown,0,2024-03-15,2024-03-15,Today was a relaxing day,1
40,1,unknown,1,2024-03-19,2024-03-19,I feel very sad and lonely,1
40,6,unknown,0,2024-05-20,2024-05-20,I had a good conversation today,1
40,6,unknown,1,2024-05-31,2024-05-31,I feel tired of everything,1
41,0,unknown,1,2024-03-18,2024-03-18,I can't find joy in anything,1
41,1,unknown,0,2024-04-01,2024-04-01,I had a great day today,1
41,5,unknown,0,2024-06-07,2024-06-07,Today was productive and fun,1
41,9,unknown,0,2024-08-02,2024-08-02,I watched a great movie today,1
42,0,unknown,1,2024-01-05,2024-01-05,I feel empty inside,1
42,1,unknown,0,2024-01-22,2024-01-22,I enjoyed spending time with friends,1
42,6,unknown,0,2024-04-01,2024-04-01,I enjoyed spending time with friends,1
42,19,unknown,0,2024-10-04,2024-10-09,I feel happy and motivated </s> I enjoyed spending time with friends,2
43,0,unknown,1,2024-01-15,2024-01-15,I feel empty inside,1
43,12,unknown,1,2024-07-09,2024-07-09,I have no motivation anymore,1
43,14,unknown,0,2024-08-05,2024-08-05,I had a good conversation today,1
44,0,unknown,1,2024-01-26,2024-01-26,Life feels meaningless,1
44,3,unknown,1,2024-03-08,2024-03-08,I feel hopeless about my future,1
47,0,unknown,0,2024-01-25,2024-01-25,I am excited about tomorrow,1
47,3,unknown,1,2024-03-18,2024-03-18,I can't find joy in anything,1
47,9,unknown,1,2024-06-04,2024-06-04,I feel tired of everything,1
47,11,unknown,1,2024-07-09,2024-07-09,I feel very sad and lonely,1
47,20,unknown,0,2024-11-02,2024-11-02,I enjoyed a nice walk outside,1
47,20,unknown,1,2024-11-08,2024-11-08,Nothing makes me happy anymore,1
47,23,unknown,1,2024-12-14,2024-12-14,Nothing makes me happy anymore,1
48,0,unknown,0,2024-04-27,2024-04-27,I love playing sports,1
48,0,unknown,1,2024-05-09,2024-05-09,I feel very lonely these days,1
48,2,unknown,0,2024-05-25,2024-05-25,I enjoyed a nice walk outside,1
48,6,unknown,1,2024-07-31,2024-07-31,I feel like nobody understands me,1
48,14,unknown,0,2024-11-14,2024-11-14,Today was a relaxing day,1
49,0,unknown,1,2024-02-19,2024-02-25,I have no motivation anymore </s> I feel very sad and lonely,2
49,15,unknown,0,2024-09-21,2024-09-21,I had a great day today,1
51,0,unknown,1,2024-01-02,2024-01-02,I have no motivation anymore,1
51,4,unknown,0,2024-02-27,2024-02-27,I had a great day today,1
51,5,unknown,0,2024-03-12,2024-03-12,I enjoyed spending time with friends,1
51,5,unknown,1,2024-03-21,2024-03-21,I feel hopeless about my future,1
51,7,unknown,0,2024-04-11,2024-04-11,Today was productive and fun,1
51,9,unknown,0,2024-05-09,2024-05-09,I had a great day today,1
51,9,unknown,1,2024-05-18,2024-05-18,I feel hopeless about my future,1
51,11,unknown,0,2024-06-11,2024-06-11,I had a great day today,1
51,15,unknown,1,2024-08-04,2024-08-04,I feel tired of everything,1
51,17,unknown,1,2024-09-03,2024-09-03,I feel very sad and lonely,1
51,18,unknown,0,2024-09-10,2024-09-10,I feel happy and motivated,1
51,19,unknown,1,2024-09-24,2024-09-24,I feel like nobody understands me,1
53,0,unknown,0,2024-02-04,2024-02-04,Today was productive and fun,1
53,1,unknown,1,2024-02-25,2024-02-25,I have no motivation anymore,1
53,3,unknown,1,2024-03-23,2024-03-23,Life feels meaningless,1
53,13,unknown,0,2024-08-08,2024-08-08,Today was productive and fun,1
53,13,unknown,1,2024-08-15,2024-08-15,I feel empty inside,1
53,19,unknown,0,2024-10-27,2024-11-09,Today was productive and fun </s> I had a great day today </s> I had a great day today </s> I had a good conversation today,4
53,20,unknown,1,2024-11-19,2024-11-19,I have no motivation anymore,1
53,21,unknown,1,2024-11-30,2024-11-30,Nothing makes me happy anymore,1
54,0,unknown,1,2024-03-25,2024-03-25,Life feels meaningless,1
54,8,unknown,0,2024-07-16,2024-07-16,Today was productive and fun,1
54,17,unknown,0,2024-11-30,2024-11-30,I am excited about tomorrow,1
54,18,unknown,1,2024-12-13,2024-12-13,I feel like nobody understands me,1
55,0,unknown,1,2024-01-25,2024-01-31,I feel hopeless about my future </s> I feel like nobody understands me,2
55,3,unknown,0,2024-03-13,2024-03-13,I enjoyed a nice walk outside,1
55,5,unknown,0,2024-04-07,2024-04-07,Today was a relaxing day,1
55,14,unknown,0,2024-08-20,2024-08-20,I had a great day today,1
55,17,unknown,1,2024-09-22,2024-09-22,I have no motivation anymore,1
55,18,unknown,1,2024-10-04,2024-10-04,Life feels meaningless,1
55,19,unknown,1,2024-10-24,2024-10-24,I feel hopeless about my future,1
55,21,unknown,1,2024-11-17,2024-11-17,I feel very sad and lonely,1
55,22,unknown,0,2024-12-02,2024-12-02,I enjoyed a nice walk outside,1
55,22,unknown,1,2024-12-02,2024-12-02,Life feels meaningless,1
55,23,unknown,0,2024-12-17,2024-12-17,I am excited about tomorrow,1
56,0,unknown,0,2024-01-29,2024-01-29,I enjoyed a nice walk outside,1
56,0,unknown,1,2024-01-24,2024-01-26,I feel very lonely these days </s> I feel very sad and lonely,2
56,1,unknown,1,2024-02-19,2024-02-19,I feel very lonely these days,1
56,2,unknown,1,2024-03-05,2024-03-05,I feel empty inside,1
56,5,unknown,1,2024-04-07,2024-04-07,I feel like nobody understands me,1
56,10,unknown,0,2024-06-13,2024-06-13,I feel happy and motivated,1
59,0,unknown,1,2024-10-06,2024-10-06,I feel very lonely these days,1
59,3,unknown,1,2024-11-22,2024-11-22,I can't find joy in anything,1
62,0,unknown,1,2024-04-17,2024-04-17,I feel tired of everything,1
62,7,unknown,0,2024-07-28,2024-07-28,Today was productive and fun,1
62,8,unknown,0,2024-08-14,2024-08-14,Today was productive and fun,1
62,9,unknown,1,2024-08-27,2024-08-27,I can't find joy in anything,1
62,10,unknown,1,2024-09-08,2024-09-08,Nothing makes me happy anymore,1
62,11,unknown,1,2024-09-21,2024-09-21,I feel very lonely these days,1
62,14,unknown,0,2024-10-31,2024-10-31,I watched a great movie today,1
62,15,unknown,0,2024-11-26,2024-11-26,Today was a relaxing day,1
62,16,unknown,0,2024-12-03,2024-12-03,I feel happy and motivated,1
63,0,unknown,0,2024-04-12,2024-04-24,I feel happy and motivated </s> I feel happy and motivated,2
63,0,unknown,1,2024-04-21,2024-04-21,I feel tired of everything,1
63,1,unknown,1,2024-04-30,2024-04-30,I feel hopeless about my future,1
63,3,unknown,1,2024-05-28,2024-05-28,I feel like nobody understands me,1
63,8,unknown,1,2024-08-06,2024-08-10,I feel tired of everything </s> I feel empty inside,2
63,14,unknown,0,2024-10-29,2024-10-29,I had a great day today,1
65,0,unknown,1,2024-01-12,2024-01-12,I have no motivation anymore,1
65,12,unknown,0,2024-07-07,2024-07-07,I watched a great movie today,1
65,16,unknown,1,2024-08-29,2024-08-29,I can't find joy in anything,1
65,18,unknown,0,2024-09-21,2024-09-21,I love playing sports,1
65,19,unknown,0,2024-10-05,2024-10-05,I feel happy and motivated,1
65,23,unknown,1,2024-12-10,2024-12-10,I feel empty inside,1
67,0,unknown,0,2024-05-02,2024-05-02,I feel happy and motivated,1
67,6,unknown,1,2024-07-31,2024-07-31,I have no motivation anymore,1
67,7,unknown,0,2024-08-17,2024-08-21,I had a good conversation today </s> I am excited about tomorrow,2
67,9,unknown,0,2024-09-08,2024-09-08,I had a great day today,1
67,15,unknown,1,2024-12-09,2024-12-09,Nothing makes me happy anymore,1
69,0,unknown,0,2024-01-06,2024-01-06,I feel happy and motivated,1
69,4,unknown,0,2024-03-13,2024-03-13,I am excited about tomorrow,1
69,15,unknown,0,2024-08-11,2024-08-11,Today was a relaxing day,1
69,15,unknown,1,2024-08-04,2024-08-04,I feel very lonely these days,1
69,23,unknown,0,2024-11-28,2024-11-28,Today was productive and fun,1
72,0,unknown,1,2024-03-09,2024-03-09,I feel very sad and lonely,1
72,3,unknown,1,2024-04-23,2024-04-27,I feel empty inside </s> I feel very lonely these days,2
72,4,unknown,0,2024-05-11,2024-05-11,I watched a great movie today,1
72,10,unknown,1,2024-08-09,2024-08-09,Nothing makes me happy anymore,1
72,15,unknown,1,2024-10-18,2024-10-18,I feel like nobody understands me,1
72,20,unknown,0,2024-12-16,2024-12-16,I am excited about tomorrow,1
73,0,unknown,0,2024-04-26,2024-04-26,Today was productive and fun,1
73,9,unknown,0,2024-09-03,2024-09-03,I had a great day today,1
73,15,unknown,0,2024-11-24,2024-11-24,I had a good conversation today,1
76,0,unknown,0,2024-01-14,2024-01-14,I feel happy and motivated,1
76,16,unknown,1,2024-09-04,2024-09-04,I feel hopeless about my future,1
76,20,unknown,0,2024-10-22,2024-10-22,I feel happy and motivated,1
76,22,unknown,1,2024-11-18,2024-11-18,I have no motivation anymore,1
78,0,unknown,1,2024-01-22,2024-01-22,I feel tired of everything,1
78,6,unknown,1,2024-04-27,2024-04-27,I feel very lonely these days,1
78,9,unknown,0,2024-06-09,2024-06-09,I watched a great movie today,1
78,10,unknown,1,2024-06-16,2024-06-16,I feel tired of everything,1
78,11,unknown,1,2024-06-30,2024-06-30,I can't find joy in anything,1
78,13,unknown,0,2024-07-26,2024-07-26,Today was a relaxing day,1
78,22,unknown,1,2024-12-07,2024-12-07,Nothing makes me happy anymore,1
78,23,unknown,0,2024-12-11,2024-12-11,I had a great day today,1
80,0,unknown,1,2024-04-13,2024-04-13,I feel empty inside,1
80,5,unknown,0,2024-07-03,2024-07-03,Today was a relaxing day,1
80,5,unknown,1,2024-06-22,2024-06-22,I have no motivation anymore,1
80,15,unknown,1,2024-11-14,2024-11-14,I have no motivation anymore,1
81,0,unknown,0,2024-08-06,2024-08-06,I had a good conversation today,1
81,0,unknown,1,2024-07-31,2024-07-31,I feel tired of everything,1
81,2,unknown,0,2024-09-07,2024-09-07,I am excited about tomorrow,1
81,7,unknown,1,2024-11-06,2024-11-06,I have no motivation anymore,1
82,0,unknown,0,2024-06-15,2024-06-15,I enjoyed spending time with friends,1
82,2,unknown,0,2024-07-25,2024-07-25,I enjoyed spending time with friends,1
84,0,unknown,1,2024-03-04,2024-03-04,I have no motivation anymore,1
84,8,unknown,1,2024-06-26,2024-06-26,I feel tired of everything,1
84,17,unknown,1,2024-11-09,2024-11-09,Life feels meaningless,1
84,20,unknown,1,2024-12-11,2024-12-11,I feel tired of everything,1
86,0,unknown,0,2024-01-05,2024-01-05,I feel happy and motivated,1
86,3,unknown,0,2024-02-16,2024-02-16,Today was a relaxing day,1
86,17,unknown,0,2024-09-11,2024-09-11,I had a good conversation today,1
86,23,unknown,1,2024-12-04,2024-12-04,I feel very sad and lonely,1
89,0,unknown,0,2024-06-07,2024-06-07,I enjoyed a nice walk outside,1
89,1,unknown,0,2024-06-21,2024-06-21,I am excited about tomorrow,1
89,6,unknown,0,2024-09-09,2024-09-09,I had a good conversation today,1
89,13,unknown,0,2024-12-08,2024-12-17,I love playing sports </s> I am excited about tomorrow,2
90,0,unknown,1,2024-05-02,2024-05-02,I feel tired of everything,1
90,5,unknown,1,2024-07-17,2024-07-17,I feel empty inside,1
90,6,unknown,1,2024-08-05,2024-08-05,I can't find joy in anything,1
90,10,unknown,0,2024-09-30,2024-09-30,I feel happy and motivated,1
90,17,unknown,0,2024-12-28,2024-12-28,I watched a great movie today,1
91,0,unknown,0,2024-02-13,2024-02-13,I had a good conversation today,1
91,2,unknown,0,2024-03-14,2024-03-14,Today was a relaxing day,1
91,4,unknown,0,2024-04-09,2024-04-09,I had a good conversation today,1
91,16,unknown,0,2024-10-07,2024-10-07,I feel happy and motivated,1
91,17,unknown,1,2024-10-16,2024-10-16,I feel empty inside,1
92,0,unknown,1,2024-03-07,2024-03-07,I can't find joy in anything,1
92,6,unknown,0,2024-06-07,2024-06-07,I am excited about tomorrow,1
92,8,unknown,1,2024-07-08,2024-07-08,Nothing makes me happy anymore,1
92,9,unknown,0,2024-07-19,2024-07-19,I enjoyed spending time with friends,1
92,10,unknown,0,2024-07-27,2024-07-27,Today was a relaxing day,1
92,18,unknown,1,2024-11-20,2024-11-20,I feel very lonely these days,1
93,0,unknown,1,2024-01-14,2024-01-14,I feel like nobody understands me,1
93,12,unknown,0,2024-07-13,2024-07-13,I am excited about tomorrow,1
93,13,unknown,1,2024-07-15,2024-07-15,I have no motivation anymore,1
93,15,unknown,1,2024-08-20,2024-08-20,Life feels meaningless,1
93,23,unknown,0,2024-12-02,2024-12-02,I enjoyed a nice walk outside,1
95,0,unknown,1,2024-09-18,2024-09-18,Life feels meaningless,1
95,1,unknown,0,2024-10-02,2024-10-02,I feel happy and motivated,1
95,3,unknown,0,2024-11-11,2024-11-11,I enjoyed a nice walk outside,1
95,7,unknown,0,2024-12-28,2024-12-28,I am excited about tomorrow,1
97,0,unknown,1,2024-01-19,2024-01-19,I feel like nobody understands me,1
97,5,unknown,1,2024-03-29,2024-03-29,Nothing makes me happy anymore,1
97,14,unknown,0,2024-08-07,2024-08-07,I enjoyed spending time with friends,1
97,18,unknown,0,2024-10-06,2024-10-06,I love playing sports,1
97,19,unknown,0,2024-10-11,2024-10-11,Today was a relaxing day,1
98,0,unknown,1,2024-02-21,2024-02-21,Life feels meaningless,1
98,4,unknown,1,2024-04-19,2024-04-19,I can't find joy in anything,1
98,12,unknown,0,2024-08-07,2024-08-07,I had a good conversation today,1
99,0,unknown,0,2024-01-22,2024-01-22,I watched a great movie today,1
99,2,unknown,0,2024-02-28,2024-02-28,I watched a great movie today,1
99,4,unknown,1,2024-03-26,2024-03-26,I can't find joy in anything,1
99,6,unknown,1,2024-04-22,2024-04-22,I feel empty inside,1
99,9,unknown,1,2024-06-04,2024-06-04,Life feels meaningless,1
99,11,unknown,1,2024-06-28,2024-06-28,I feel very sad and lonely,1
102,0,unknown,0,2024-01-08,2024-01-08,I enjoyed spending time with friends,1
102,3,unknown,0,2024-02-23,2024-02-23,I had a good conversation today,1
102,6,unknown,0,2024-04-10,2024-04-10,I am excited about tomorrow,1
102,9,unknown,0,2024-05-15,2024-05-15,I enjoyed spending time with friends,1
102,16,unknown,0,2024-08-22,2024-08-22,I feel happy and motivated,1
102,18,unknown,1,2024-09-28,2024-09-28,I feel very lonely these days,1
103,0,unknown,0,2024-02-15,2024-02-15,I watched a great movie today,1
103,20,unknown,1,2024-11-27,2024-11-27,Life feels meaningless,1
104,0,unknown,0,2024-08-09,2024-08-19,I enjoyed spending time with friends </s> I enjoyed spending time with friends,2
105,0,unknown,0,2024-01-11,2024-01-11,Today was productive and fun,1
105,2,unknown,1,2024-02-09,2024-02-09,Life feels meaningless,1
105,17,unknown,1,2024-09-10,2024-09-10,Nothing makes me happy anymore,1
105,23,unknown,1,2024-12-03,2024-12-03,I have no motivation anymore,1
106,0,unknown,1,2024-03-30,2024-03-30,I feel tired of everything,1
106,2,unknown,1,2024-05-03,2024-05-03,I feel hopeless about my future,1
106,3,unknown,0,2024-05-16,2024-05-16,Today was a relaxing day,1
106,4,unknown,0,2024-06-03,2024-06-03,Today was productive and fun,1
106,19,unknown,0,2024-12-26,2024-12-26,I had a good conversation today,1
107,0,unknown,1,2024-01-29,2024-01-29,Life feels meaningless,1
107,4,unknown,0,2024-03-29,2024-03-29,I enjoyed spending time with friends,1
107,8,unknown,0,2024-05-26,2024-05-26,I love playing sports,1
108,0,unknown,1,2024-01-14,2024-01-14,I feel hopeless about my future,1
108,5,unknown,1,2024-03-27,2024-03-27,Life feels meaningless,1
108,9,unknown,1,2024-05-19,2024-05-30,Nothing makes me happy anymore </s> I have no motivation anymore,2
108,15,unknown,0,2024-08-21,2024-08-21,I am excited about tomorrow,1
108,18,unknown,0,2024-10-03,2024-10-03,I enjoyed a nice walk outside,1
108,23,unknown,0,2024-12-08,2024-12-08,I had a great day today,1
108,23,unknown,1,2024-12-09,2024-12-09,Life feels meaningless,1
109,0,unknown,0,2024-02-03,2024-02-03,Today was productive and fun,1
109,0,unknown,1,2024-01-23,2024-01-23,I feel very lonely these days,1
109,3,unknown,1,2024-03-09,2024-03-09,I feel like nobody understands me,1
109,7,unknown,0,2024-05-11,2024-05-11,Today was a relaxing day,1
109,9,unknown,1,2024-06-01,2024-06-08,I can't find joy in anything </s> Nothing makes me happy anymore,2
109,20,unknown,0,2024-10-29,2024-10-29,I love playing sports,1
109,23,unknown,1,2024-12-13,2024-12-13,Life feels meaningless,1
111,0,unknown,0,2024-03-24,2024-03-24,I enjoyed spending time with friends,1
111,0,unknown,1,2024-03-18,2024-03-18,Life feels meaningless,1
111,12,unknown,0,2024-09-10,2024-09-10,I had a great day today,1
113,0,unknown,1,2024-08-18,2024-08-18,Life feels meaningless,1
113,2,unknown,1,2024-09-23,2024-09-23,I feel hopeless about my future,1
113,5,unknown,1,2024-11-03,2024-11-03,I feel very lonely these days,1
113,6,unknown,0,2024-11-16,2024-11-16,I enjoyed spending time with friends,1
114,0,unknown,0,2024-04-30,2024-04-30,I love playing sports,1
114,9,unknown,1,2024-09-15,2024-09-15,Life feels meaningless,1
114,13,unknown,0,2024-10-30,2024-10-30,I had a great day today,1
115,0,unknown,0,2024-01-22,2024-01-22,I am excited about tomorrow,1
115,0,unknown,1,2024-01-31,2024-01-31,I feel like nobody understands me,1
115,2,unknown,1,2024-02-23,2024-02-23,I feel very sad and lonely,1
115,3,unknown,1,2024-03-14,2024-03-14,I feel tired of everything,1
117,0,unknown,0,2024-12-20,2024-12-20,I watched a great movie today,1
